clean_cooktop_name,brand,cooktop_type,cooktop_reviews,cooktop_price
Gas cooker with free gas 2 metres pipe and regulator with  child protection,Unknown,gas,0,4299
Rashnik portable double coil Double spiral  hot plate Table top double spiral  On offer ,rashnik,Unknown,0,1799
Generic 6Kg complete Gas Burner With Grill For 6kg Cylinder,generic,gas,2,720
"AILYONS GS014-1, 2 Burner Glass Top  Infrared Double Burner 1YR WRTY",ailyons,Unknown,0,4240
6kg Meko Primus Gas Burner Plus 6kg Meko Grill.Simply place it on top of your 6kg cylinder and its ready for use.,Unknown,gas,0,650
SPECIAL DISCOUNTSEurochef double coil electric cooker Are you looking for a Double coil hot plate which is portable and energy efficient  at affordable price Then look no further than from .  is,eurochef,electric,0,1997
"SHOP NOW AT AN OFFERNunix 3 Burner Low Gas Consumption Glass Top Table Infrared CookerUnique toughened glass , Spill proof design. Wear Resistant  Yes

Product Dimensions 67 x 34 x 11 cm

High t",nunix,gas,0,4997
"Eurochef 4 In 1 Table Top Gas Burner, Manual Ignition, 50x55x10cm",eurochef,gas,0,3980
Meko 6kg Cooking Gas Grill  Gas Burner,Unknown,gas,10,649
"Rashnik double electric hot plate cooker . The plate is well-designed so your cookware will sit comfortably on it while you prepare those mouth-watering meals.

A perfect fit for your kitchen.",rashnik,electric,0,2780
"Zaryt 2 Glass Top Burner Automatic Ignition Table Top Glass.2-burner, Tampered glass top
Strong Galvanized steel
Auto ignition system
Whirlwind Technology 
New stylish design
Gas Pipe
6kg Cylinder Reg",Unknown,gas,0,3199
AILYONS GS014-4 2 Burner Glass Top Gas Cooker  Infrared Double Burner,ailyons,gas,0,3023
Roch 3 burner stainless Steel Table Top cooker,roch,Unknown,0,4400
New model large jikosafi EFFICIENT AND CONVENIENT IN COOKING DURABLE SAVES YOU TIME POCKET FRIENDLY,Unknown,Unknown,0,3875
"NEW STOCK ALERT BEST PRICES ONLY . Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Cooker It helps you to cook more than one dish at the same time in an efficient manner. toughened glass ,",nunix,gas,0,5399
Electric Portable Single Spiral Coil Hotplate,Unknown,electric,0,1599
RASHNIK Single Burner Electric Hot Plate - Portable Electric Stove,rashnik,electric,0,1663
BOKO B-002Q  Fruit basket table top with Glasstop two Double Burner Gas Gas Cooker,boko,gas,0,2399
"PRICE DROPRebune Table Top Stainless Steel 2 Burner Gas Cooker.Auto ignition 
Stainless steel for easy cleaning
100 quality testing before package
Efficient burner for economic gas consumptio",rebune,gas,0,2700
"EMBRACE THE LATEST TREND Nunix 4 Burner Table Top Gas Cooker.Featuring an attractive and easy-to-use design, the 4 burner ensures the time you spend cooking is always more productive. This s",nunix,gas,0,4005
Nunix Versertile Infrared Energy Gas Saving Three Burner Tampered Glass Top,nunix,gas,0,5499
Nunix Glass Table Top Double Burner Gas Stove GC-004,nunix,gas,0,4399
Electric Cooker  Single Spiral Coil Hotplate Cooker,Unknown,electric,0,1599
"GET THE BEST FOR YOUR KITCHEN2Eurochef EC-G002B Metal Gas Stove, 2 Burners Gas Cooker, Table Top.Ergonomically designed knobs help to easily adjust flame intensity and the sturdy pan supports",eurochef,gas,0,2399
ELAVATE YOUR COOKING EXPERIENCE  Eurochef 3GAS AND 1ELECTRIC PLATE TABLE TOP GAS COOKER.EURO CHEF STAINLESS STEAL TABLE TOP GAS COOKER IS AN AFFORDABLE HOME APPLIANCE THAT PROVIDES YOU WITH AD,eurochef,gas,0,5500
"AILYONS GS005A-1, 2 Burner Glass Top Gas Cooker  Infrared Double Burner",ailyons,gas,0,4499
Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Cooker  Now Available You Dont  Wanna Miss This Best Quality Highly Recommended For Every Home,nunix,gas,0,5290
Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,Unknown,gas,0,2199
"EXECLUSIVE DISCOUNT Veigapro Glass Table Top Double Burner Gas Cooker 1 metre Pipe  Regulator.2-burner, Tampered glass top Strong Galvanized steel Auto ignition system Whirlwind Technology N",veigapro,gas,0,2477
Nunix High Quality 3 1 table top burner,nunix,Unknown,0,8299
Nunix 3 Burner Glass Top  Infrared Gas Cooker,nunix,gas,0,7999
Rashnik Steel Double Burner Gas Cooker Auto Ignition,rashnik,gas,0,2298
SPECIAL OFFER Amaze 3 Burners Gas Cooker.This gasburner will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stov,amaze,gas,0,3299
"Ipcone Cooker 2 Burner - Glass Top And Gas Stove Double Burner.Glass top double swirl burner saving 20 gas

Auto ignition system

durable stainless steel body

Brass fire cover against high temperatu",ipcone,gas,0,2999
"boko glass cooker3 Gas Burners For added cooking flexibility, the B-002Q is equipped with three efficient gas burners, allowing you to prepare multiple dishes simultaneously.",boko,gas,0,3200
Rashnik Modern Double Spiral Electric Double coil hot plate which is portable and energy efficient at affordable price Then look no further than from Karnik by Rashnik. Rashnik is home for quality,rashnik,electric,0,2649
AILYONS 2 Burner - Glass Top And Gas Stove Double Burner,ailyons,gas,0,2880
SHOP AT DISCOUNTED PRICE WITH AN OFFEREurochef EG-S31 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER,eurochef,gas,0,4850
"Rashnik Single Solid Hot Plate Electric Burner -   Compact slim body design, its Lightweight and portable, Spiral burner spreads heat.",rashnik,electric,0,1948
MODERN DESIGN 2 burner Amaze stainless hob cooker.The 2 burner amaze stainless hob cooker is crafted with a sleek and modern stainless steel design that effortlessly blends into any kitchen décor.,amaze,Unknown,0,6000
Ipcone 2 Burner - Glass Top And Gas Stove Double Burner,ipcone,gas,0,2980
Nunix VERSERTILE 2 Burner Table Top Gas Stove FREE 6KG REGULATOR PIPE,nunix,gas,0,2999
"Sokany Single Portable Electric Stove Cooker Hot Plate,Portable single spiral hot plate
Powerful for faster heating
Spiral burner spreads heat
Adjustable temperature control
Power ready on light
Easy",sokany,electric,0,2650
"WE VALUE YOU AILYONS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe.2burner
Strong stainless steel 
Auto ignition system
New stylish design 
Temper glass surface
Eas",ailyons,gas,0,2499
KILLMALL DEALS NOW ON PROMOTION  PRICES ONLY KSH 2699 AILYONS 2 Burner Glass Top  Infrared Double Burner Selling At  A Wholasale Prices Only Very Good Quality Highly Recommended For Every Home,ailyons,Unknown,0,2699
Eurochef Modern Double Spiral Electric Hotplate -Cookerburner,eurochef,electric,0,1867
VELTON Table Top 2  Double Burner Gas Stove Cooker  Pipe  Regulator,velton,gas,8,2499
Nunix Stainless Steel Double Burners Free 1 metre pipe  13kg Regulator Tightener -Black.Stainless steel body for durability  easy cleaning. Efficient burner for econo,nunix,Unknown,0,2655
Durable  electric cooker- Coil,Unknown,electric,18,1299
Nunix Table Top Cooker 3 Gas  1 Electric Burner Stove,nunix,gas,0,5898
KILLMALL BLACK FRIDAY SPECIAL WHOLASALE PRICES ONLY ksh 2593.Nunix Gas Burner Stainless Steel Cooker With 6kg Regulator and a free One Meter Pipe on offer dont be left out,nunix,gas,0,2593
Pac 6kg Gas Regulator Plus FREE Gas Delivery Hose Pipe,Unknown,gas,0,1800
Silver Crest -Double Infrared I nduction cooker  Cooker Hot Plates Electric,silver crest,electric,4,8999
"PRICE DROPPED Nunix SC-002 Table Top Double Burner Gas Stove Cooker.2-burner, Steel top
Strong Galvanized steel
Auto ignition system
Whirlwind Technology 
New stylish design",nunix,gas,0,2499
"Nunix 2-Burner GG PRO-004 Table Glass Top Gas Cooker Stainless steel body for durability  easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.",nunix,gas,0,3277
2 burner Amaze glass inbuilt hob cooker ,amaze,Unknown,0,9000
"AILYONS GS013 - 2 Gas Cooker Stainless Steel Double Burner - Black, Glass top, Auto Ignition, Whirlwind burner for more durability and efficiency, Low gas consumption, Stain resistant, Portable .",ailyons,gas,0,3135
Veigapro 2 Burner - Glass Top And Gas Stove Double Burner,veigapro,gas,0,2989
"Eurochef 3G1E Table Top Cooker EC-S31 - 3 Burner Gas Top
1 Hot Plate, Auto Ignition, Low Gas Consumption",eurochef,gas,0,5365
Nunix 2 Gas Burner Stainless Steel Cooker,nunix,gas,0,3999
SK-07002 Sokany Double Hot plate electric cooktop stove 2500W Sokany electric stove with Non stick plates,sokany,electric,0,4350
Hot Plate Solid Double Electric Cooker  White,Unknown,electric,0,2500
RESUME YOUR COOKING  NEW New Electric Cooker Coil. Made of durable and top notch quality material. Fast in heat generation.,Unknown,electric,0,466
Nunix 2 Burner Gas Cooker With Free Accessories,nunix,gas,0,2880
"Nunix 2 Burner Low Gas Consumption Glass Top Table Infrared Cooker Looking For Best Two Burner Cooker Then This Is The Ideal Cooker Long Lasting Yet Very Affordable, durable stainless steel body",nunix,gas,0,3842
"Jikokoa MEDIUM XTRA STOVE  The Jikokoa saves an average of 50 on charcoal, which translates to an annual savings of over Ksh 18,000 a year. Imagine what you could do with all those savings The Jiko",jikokoa,Unknown,0,5020
SPECIAL OFFERS BEST PRICES ONLY ksh 2299. Nunix Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker. BEST QUALITY HIGHLY RECOMMENDED,nunix,gas,0,2299
 HOT SALE  IPCONE Glass Top Double Burner Gas Stovecooker,ipcone,gas,0,4240
"2 Burner Amaze Stainless Hob Cooker Available.1. 2 burner, teflon
2. whirlwind burners
3. auto ignition
4. energy saving
5. stainless steel body",amaze,Unknown,0,6000
Black Friday Special Offers. AILYONS 2 Burner Glass Top Gas Cooker  Infrared Double Burner-Black -Highly Recommended,ailyons,gas,0,3399
"JIKOKOA MEDIUM SIZE CHARCOAL STOVE - Saves HALF on charcoal
Reduced 65 emissions, Most durable, Clean with an ash tray",jikokoa,Unknown,0,4650
AILYONS 2 Burner Glass Top Gas Cooker  Infrared Double Burner,ailyons,gas,0,3799
PRIMUS 6 KG GAS REGULATOR -  Seals the gas cylinder to the maximum in order to prevent wastefulness caused by a faulty burner,Unknown,gas,0,470
"AILYONS 2 Burner Table Top stainless steel gas stove cookeeStainless Steel
Auto Ignition with piezo
Whirlwind burner for more durability and efficiency
Exquisite finish
Stain-resistant
Honeycomb",ailyons,gas,0,2500
"JIKOKOA EXTRA LARGE CHARCOAL STOVE - Saves HALF on charcoal
Reduced 65 emissions, Most durable, Clean with an ash tray, Smart, modern design .",jikokoa,Unknown,0,5476
BIO-LITE JIKO SAFI -  EFFICIENT AND CONVENIENT  DURABLE SAVES YOU TIME,Unknown,Unknown,0,3875
"Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe.Auto ignition 
Stainless steel for easy cleaning
100 quality testing before package
Efficient burner for econo",eurochef,gas,0,3220
KILLMALL SPECIAL OFFER. Nunix 3 burner Low Gas Consuption Infrared Gas Burner Cooker Now Available Selling at A Wholasle Price Only Ksh 5290. BEST QUALITY HIGHLY RECOMMENDED FOR EVERY HOME,nunix,gas,0,5290
Premier 4 Burner Table Top Cooker,premier,Unknown,0,9399
Portable Single Coil Hot Plate Electric Burner,Unknown,electric,0,1899
Rashnik Double Electric Burner Hotplate Cooker RN - 4079B,rashnik,electric,0,2635
AILYONS Glass Top Double Burner GS014-2  2 burner gas cooktop,ailyons,gas,2,3000
"offer price. Sokany 1000W Electric Cooker Single Solid Hot Plate.Various heat operations
High Quality
Non-stick Coating 
Power1000W
Over heat Protection
One Operating OnOff Indicator Light
Anti-",sokany,electric,0,2995
2 burner glass top cooker  This gasburner will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.,Unknown,gas,0,2945
Nunix 2 Burner Low Gas Consumption Glass Top Table Infrared Cooker,nunix,gas,0,4185
Back in stockEurochef EG-S31 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER,eurochef,gas,0,4950
"Rashnik Double Electric Burner Hotplate RN4079B -  Well coated to prevent any form of electric shock , Ideal for preparing and reheating meals, without soot stains.",rashnik,electric,0,2805
"Jikokoa QUALITY MODERN CHARCOAL STOVE. . the Jikokoa stove cooks twice as fast with half the charcoal. Our advanced design uses a high-efficiency combustion chamber, light-weight ceramic insulation, a",jikokoa,Unknown,0,4650
IPCONE 3 Burner Gas Cooker Auto Ignition Glass Top Table Cooker Low Gas Consumption,ipcone,gas,0,3499
Nunix 2 Burner - Glass Top And Infrared Gas Stove Double Burner,nunix,gas,3,4999
"VOLSMART FULL GAS TABLE TOP GAS COOKER - 4 gas table top cooker, Metallic Lid, Durable, Reliable, Aluminum.",Unknown,gas,0,4340
FLASH SALE BEST PRICES ONLY ksh 3699. Nunix Glass Table Top Double Burner Gas Stove  Pipe  Regulator.BEST QAULITY HIGHLY RECOMMENDED,nunix,gas,0,3699
silver crest Infrared Induction Cooker Ceramic Cooker,silver crest,Unknown,0,4999
Gas burner Free 1.5Mrs Gas Pipe amp 6Kg Regulator,Unknown,gas,11,2600
Sokany Electric Single Plate Infrared Induction Radiant Cooker,sokany,electric,0,5020
ROCH 4 GAS TOP STAINLESS STEEL,roch,gas,0,7399
"Nunix LT-04-01 4 Burner Table Top Gas Cooker - Metallic Lid, Durable, Reliable .",nunix,gas,0,5115
Sokany Single Burner Electric Induction CookerFREE CHAPATI PAN,sokany,electric,0,4900
Ipcone glass 2 burner cookerBracket to safely mount your LED TV and get 60 degrees,ipcone,Unknown,0,3217
"3 plus 1 boko table top.Key Features
4 gas table top cooker-
Metallic Lid-
Durable-Auto-Ignition. -
Gas cooker.",boko,gas,0,5945
Nunix Glass Table Top 2 Burner Gas Cooker Free 13kg Reg  2M Pipe,nunix,gas,0,4349
"Rebune Table Top Single Burner Gas Cooker With Auto Ignition - Auto Ignition, Durable, Saves Energy, Easy to use, high quality",rebune,gas,0,2040
Eurochef 31 Table Top Burner,eurochef,Unknown,0,5499
Glass top double swirl burner saving 20 gas Auto ignition system durable stainless steel body Brass fire cover against high temperature deformation Low gas consumption Stain resistant,Unknown,gas,0,2999
AILYONS AILYONS GS014 Counter Top Gas Cooker With Two Burners  Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal.,ailyons,gas,0,3000
Generic Modern Single Flattop Electric Hotplate Cookerburner,generic,electric,11,1399
"2 burner Amaze glass inbuilt hob cooker This amazing table top  embedded double burner gas cooker is safe to use, automatic ignition, energy efficient and produces uniform flame. Its easy to clean a",amaze,gas,0,7685
Nunix 2 Burner Low Gas Consumption Glass Top Table Infrared Cooker. BEST QUALITY  HIGHLY RECOMMENDED,nunix,gas,0,3910
PROMOTION  Amaze 3 Gas Burner Automatic Ignition Table Top Stainless Steel Heavy Body High Quality Non- Stick 1Yr Warranty,amaze,gas,0,3622
Rashnik Modern Double Spiral Electric Hotplate -Cookerburner,rashnik,electric,0,1959
AILYONS 2 Burner Glass Top Gas Cooker  Infrared Double Burner-Black,ailyons,gas,0,4499
"Sokany Hote Plate, 1 Burner, 1000 Watt, Silver - SK-5114.Brand Sokany
Power 1000W
1 Burner
Light indicator
Power control
Thermostatic protection against overheating
Anti-slip feet
Elegant Design
Eas",sokany,Unknown,0,1799
JIKO SAFI - EFFICIENT  ECO-FRIENDLY COOKING WITH JIKOSAFI CHARCOAL STOVEJIKO,Unknown,Unknown,0,3875
"Ipcone Auto Ignition Table Glass Top And Gas Stove Double Burner Cooker - Auto ignition system, durable stainless steel body, Brass fire cover against high temperature deformation, Low gas consumption",ipcone,gas,0,2868
Ipcone Table Top Stainless Steel 2 Burner Gas Cooker,ipcone,gas,0,2499
KILLMALL BLACK FRIDAY SPECIAL OFFERS Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Cooker PROMOTION PRICES ONLY,nunix,gas,0,5424
PRICE DROP  Electric Single Solid Hot Plate Cooker,Unknown,electric,0,2080
"Single Plate Sokany Radiant Cooker   infrared stove also provides the ability to manually adjust the heating power. The hotplate has two heating zones internal and external, which can be switched o",sokany,Unknown,0,4450
VELTON 2 Burner GLASS TOP Gas Cooker FREE 13kg Regulator  Pipe,velton,gas,0,6199
Table Top Double Burner Gas Stove Cooker  FREE Pipe  Regulator,Unknown,gas,0,2995
FREE GIFTS Nunix 2 burner Gas cooker  Free Pipe 13KG Regular Knob  a Nonstick Pan,nunix,gas,0,5481
EUROCHEF 31 TABLE TOP COOKER,eurochef,Unknown,0,5365
Rashnik Single Solid  Hot Plate Electric  Cooker,rashnik,electric,0,1299
"Metallic Stainless Two Burner Table Top his cooker is crafted with high-quality stainless steel, ensuring durability and a sleek, modern look that complements any kitchen decor.",Unknown,Unknown,0,2435
"Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker.This Table Top Gas Burner has a blue flame control channel that regulates the flame for optimum use. It also has a one hand auto igniti",eurochef,gas,0,3005
"AILYONS 2 Gas Burner, Auto Ignition -Glass  Stainless Top Table with gas pipe and regulator,",ailyons,gas,0,3399
Classy 2 Burner Glass Table Top  2M Pipe  Free 13kg Reg,Unknown,Unknown,0,3600
"Killmall Black Friday Offers.Nunix 2 Burner Infra-red Glass Tampered Table Top Burner plus 6kg Regulator,Pipes and Fixing Clips",nunix,Unknown,0,4499
Nunix 4 Burner Table Top Gas Cooker Stove Electric Hot Plate 31,nunix,gas,0,5999
Nunix 3Gas  1 Electric Table top Cooker  This cooker comes with auto-ignition. Safe reliable and easy to install. Stainless Steel Durable. Can be used for many years and still maintain its effectiven,nunix,gas,0,6160
"LIMITED OFFERSDONT MISS OUT2 burner Amaze stainless hob cooker Easy Cleaning

The surface material of this cooker makes it easy to clean. The panels are also removable so you can thoroughly",amaze,Unknown,0,5899
Nunix 4 Gas Burner Table Top Cooker Bigger Size  It takes less time to cook food on a gas burner than it does on an electric stove.,nunix,gas,0,6160
"Nunix Table Top 3 GAS Burner PLUS 1 Electric HOTPLATE 3 Gas Burners
1 electric Hotplate 
Table Top Cooker
Metallic Lid
Metallic grey in color1
1 months warranty",nunix,gas,0,6512
"RASHNIK DOUBLE COIL HOT PLATE ELECTRIC COOKER - Heavy duty cast iron heating Coil, Power indicator Light, Adjustable temperature control, Heat up quickly .",rashnik,electric,0,1925
PROMOTION PROMOTION Volsmart 31 JET Standing Cooker With Electric Oven,Unknown,electric,0,35700
Double TabletopElectric Cooker Spiral Coil Hotplate,Unknown,electric,0,1769
Electric Table Top Burner Double Hotplate Coil Cooker,Unknown,electric,0,1789
Table Top Glass Top Two Burner Gas Cooker ENERGY SAVING Kitchen  Dining room appliances,Unknown,gas,0,3999
"SATISFACTION GUARANTEED  Globalstar full gas standing cooker Globalstar full gas standing cooker,Electric Oven with Lamp, Auto Ignoition, Oven with thermostat, TurnspitChicken Rotisserie, Buil",Unknown,gas,0,22995
Rashnik Double Electric Coil Hot Plate,rashnik,electric,0,2499
"Imduction cooker double  3500wattsinfrared cooktop works by far infrared heating and has no electromagnetic radiation, and therefore, it is harmless to the human bod",Unknown,Unknown,0,10125
Eurochef Electric TableTop Two Burners Spiral Coil Hot Plate Cooker,eurochef,electric,0,2500
AILYONS Metal Steel Top Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker,ailyons,gas,0,2400
Sokany Double induction cooker The Table Top Gas stove or gas cooker has an auto ignition feature for lighting the burner. Simply turn the burner knob to the desired flame size and the sparking is,sokany,gas,0,6725
AILYONS Stainless Steel 2 Burner Gas Cooker - Black This gasburner will help you cook your food perfectly every time.  It provides an even distribution of heat and emits less wasted heat than,ailyons,gas,0,3300
Nunix Tampered Glass Table Top 2-Burner Gas Stove  Cooker,nunix,gas,0,3599
Rashnik single electric hot plate cooker - The hot plate is suitable for use with all types of cookware and has an adjustable temperature control.,rashnik,electric,0,1799
2 burner Amaze stainless hob cooker,amaze,Unknown,0,5900
Rashnik Single Biurner Hot Plate Electric Burner,rashnik,electric,0,1663
Sokany 2000W Durable Electric Cook Top Induction Heating Plate Induction Cooker Household induction cooker,sokany,electric,0,4350
KILLMALL BLACK FRIDAY SPECIALOFFERS. Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus A free 6kg Regulator And Pipe,eurochef,gas,0,2799
Nunix GG PRO 2- Table Cooker  Free Cable 1.5 Mregulator,nunix,Unknown,0,4999
Nunix SS 001- Cooker  Free PIPE 1.5 M 13KGregulator,nunix,Unknown,0,3199
AILYONSLYONS GS014-4 Metal Top Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker,ailyons,gas,0,2200
Jikokoa Grill Charcoal Stove With Free Lighter,jikokoa,Unknown,0,5500
Generic Double Plate Energy Saving Induction Cooker 3500watts,generic,Unknown,0,9775
"AILYONS GS014-4 2 Burner Glass Top Infrared Table Top Gas Cooker - Auto Ignition with piezo,Whirlwind burner for more durability and efficiency,Exquisite finish,Stain-resistant,Uniform flame.",ailyons,gas,0,3052
Ipcone 2 burner stainless cooker - Simplifies cooking tasks with reliable performance,ipcone,Unknown,0,2700
BIO-LITE JIKO SAFI -  EFFICIENT AND CONVENIENT IN COOKING,Unknown,Unknown,0,3875
Ramtons 2 Burner Gas Cooker - Stainless Steel Tabletop Design - Efficient  Portable Cooking Solution,ramtons,gas,0,6499
"Everyone wants to save money With jikokoa, you save money every time you cook Our jikos are healthy for your family and good for the environment- feel good AND be smart",jikokoa,Unknown,0,5476
"HAVE A SIMPLER LIFEEUROCHEF 31 TABLE TOP COOKERFOUR BURNERS THREE GAS AND ONE ELECTRIC PLATE

AUTOMATIC IGNITION

PRODUCES UNIFORM FLAME

STRONG RACKS

EASY TO CLEAN

RUST PROOF",eurochef,gas,0,5197
Amaze Table top single Burner Gas Cooker with auto Ignition  The stove has an auto-ignition feature for lighting the burner.Simply turn the burner knob to the desired flame size and the spark,amaze,gas,0,1899
BLACK FRIDAY SPECIAL OFFERS WHOLASALE PRICES ONLY ksh 2199. Rashnik Two Burner Non-stick Cook Top BEST QUALITY HIGHLY  RECOMMENDED,rashnik,Unknown,0,2199
Rashnik Electric Cooker  Single  Solid Hotplate,rashnik,electric,0,1500
VELTON Table Top 2  Double Burner Gas Stove Cooker  Pipe  Regulator Cooktops,velton,gas,6,2599
AILYONS Wo Burner Gas Cooker Stainless Steel  13kg Regulator  Pipe,ailyons,gas,15,2899
Rashnik Heavy Duty Cast Iron Heating Electric Double Spiral Burner,rashnik,electric,0,3000
Single Plate Induction Electric Cooker,Unknown,electric,0,4449
Orgaz Meko Gas Burners,Unknown,gas,0,488
Ipcone Table top tampered glass kitchen two Burner Gas cooker,ipcone,gas,0,3859
"Zaryt Glass Top Burner 2-burner, Tampered glass top
Strong Galvanized steel
Auto ignition system
Whirlwind Technology 
New stylish design
Gas Pipe",Unknown,gas,0,3318
"Nunix GL-007 2 Burner Low Gas Consumption Glass Top Table Infrared Cooker - Glass top double swirl burner saving gas,Auto ignition system,durable stainless steel body,Brass fire cover .",nunix,gas,0,4185
Eurochef Deluxe Gas Stove 3 Gas Burner and 1 Electric Hot Plate,eurochef,gas,0,12500
Glass Table Top Double Burner Gas Stove  Pipe  Regulator,Unknown,gas,0,3665
"PRICE  DROPPED Zaryt 2 Glass Top Burner Automatic Ignition Table Top Glass.2-burner, Tampered glass top
Strong Galvanized steel
Auto ignition system
Whirlwind Technology 
New stylish design
Gas P",Unknown,gas,0,2999
Nunix 3 Gas1 Electric Table Top Cooker Burner Stove Portable,nunix,gas,0,5799
"Nunix GL-007 2 Burner Low Gas Consumption Glass Top Table Infrared Cooker - Auto ignition system, Durable stainless steel body,Brass fire cover against high temperature deformation, Stain resistant",nunix,gas,0,4050
Amaze Table top single Burner Gas Cooker with auto Ignition The stove has an auto-ignition feature for lighting the burner.Simply turn the burner knob to the desired flame size and the sparking,amaze,gas,0,1700
Amaze tabletop single gas burner cooker,amaze,gas,0,2179
Nunix INFRARED GAS BURNER GP-007,nunix,gas,0,7999
Nunix Table Top Gas Cooker Stainless Steel,nunix,gas,0,2799
1pc Jikokoa extra largeQUALITY MODERN CHARCOAL STOVE,jikokoa,Unknown,0,5365
German Technology  Gas stove with stand shelf....4 Burner gas cooker floor stand,Unknown,gas,0,9894
Ipcone Auto Ignition Table Glass Top And Gas Stove Double Burner Cooker,ipcone,gas,0,3499
Nunix 4 Gas Table Top COOKER BURNER Stove Portable,nunix,gas,0,5299
"PRICE DROPPEDIpcone Energy Efficient 2 Gas Burner,Gas Table Top Cooker.KEY FEATURES
Auto Ignition
Durable
Saves Energy
Easy to use
Table Top Gas stove, double Burner",ipcone,gas,0,1999
SEASON IF AMAZING AILYONS Gas Efficient 2 Burner - Glass Top Gas Stove Double Burner With Gas Pipe And Regulator,ailyons,gas,0,3399
VELTON Table Top Cooker Two Burner,velton,Unknown,0,2999
"RASHNIK RN-4078 DOUBLE COIL HOT PLATE ELECTRIC COOKER - Portable double spiral hot plate, Powerful for faster heating, Spiral burner spreads heat, Adjustable temperature control .",rashnik,electric,0,1925
Nunix Table Cooker  Free Cable 1.5 Mregulator,nunix,Unknown,0,4389
StarluxAll Gas Table Top BurnerThe stove has an auto ignition feature for lighting the burner.Simply turn the burner knob to the desired flame size and the sparking is turned off automaticall,Starlux,gas,0,3999
Zaryt 2 Glass Top Burner Automatic Ignition Table Top Glass FREE Gas Delivery Pipe  Gas Regulator  2Pc Gas Safety Clips - 1yr Warranty,Unknown,gas,0,3417
Single Plate Sokany Radiant Cooker,sokany,Unknown,0,4989
"Amaze Stainless Steel 3 Burner Table Top Gas Stove -  Has an auto ignition feature for lighting the burner, Cooked Perfectly Everytime,Stainless steel  surface.",amaze,gas,0,3300
AILYONS Counter Top Gas Cooker With Two Burners  The burner is compatible with the regular cylinder gas pipes and you can use both burners on high for more than enough times to prepare a weekends wor,ailyons,gas,0,3200
New model large jikokoa safi High temp and light weight. Designed to withstand 1300C and keep your Jikokoa cool to the touch.High durability. Balances fuel and air mixture.Allows you to control the te,jikokoa,Unknown,0,3978
Eurochef 3GAS AND 1ELECTRIC PLATE TABLE TOP GAS COOKER.EURO CHEF STAINLESS STEAL TABLE TOP GAS COOKER IS AN AFFORDABLE HOME APPLIANCE THAT PROVIDES YOU WITH ADEQUATE COOKING SURFACE PROVIDED BY THE FO,eurochef,gas,0,5000
Rashnik 2 double electric hot plate cooker,rashnik,electric,0,3049
CHRISTMAS SALE Rashnik single electric hot plate cooker.RASHNIK RN-4077B 1000W Single Cooking Plate Stove Electric Hot Plate cooker,rashnik,electric,0,1900
Eurochef full gas with electric oven timer standing cooker,eurochef,gas,0,27049
Nunix 3 Burner Table Top Infrared Glass Table Top Gas Cooker,nunix,gas,0,5199
"Nunix SS-002 Auto Ignition Table Top 2 Burner Gas Cooker - Auto ignition
Stainless steel for easy cleaning, 100 quality testing before package, Efficient burner for economic gas consumption .",nunix,gas,0,2805
"Nunix SS-002 Auto Ignition Table Top 2 Burner Gas Cooker - Nunix Auto Ignition Table Top 2 Burner Gas Cooker auto ignites, no need for matchbox, Easy to use, Easy to clean, Portable .",nunix,gas,0,2635
Single Plate Halogen Induction Electric Cooker Smart cooker prepares food faster with the help of its energy-efficient property. It  Eco friendly  due to energy saving characteristic. You have contro,Unknown,electric,0,4450
Primus Meko Gas Burner -6kg .,Unknown,gas,0,900
Nunix 4 gas table top cooker Metallic Lid Durable Reliable Aluminum,nunix,gas,0,8299
Ipcone glass 2 burner table top cooker - Glass top double swirl burner saving 20 gas,ipcone,gas,0,3300
Electric Tabletop Double Hotplate Coil Cooker  Heavy duty cast iron heating platePower indicator LightAdjustable temperature controlHeat up quicklyGreat for dorms or officesHeavy,Unknown,electric,0,1750
INSPIRE QUALITY 2 burner stainless steel rebune burner  with 1 yr warratty,rebune,Unknown,0,2595
Sokany HOT SINGLE BURNER INFRARED CERAMIC ELECTRIC STOVE,sokany,electric,0,6554
"Nunix GC-002 2 Burner Glass Table Top Gas Cooker - 2-burner, Tampered glass top, Strong Galvanized steel, Auto ignition system, Whirlwind Technology, New stylish design .",nunix,gas,0,3634
